title,summary,link,tags,published,tipo da lei
Decreto Legislativo 1110/2023,Concede a Medalha de Mérito José Mariano ao Tenente-Coronel Alex Francisco da Silva.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=412,Decreto Legislativo,2023-10-23,ConcessaoMedalha
Decreto Legislativo 1109/2023,Concede o Título de Cidadão do Recife ao Jornalista e Apresentador EVENILSON SANTOS SANTANA (Mike Tyson).,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=480,Decreto Legislativo,2023-10-10,ConcessaoTitulo
Decreto Legislativo 1108/2023,Concede o Título de Cidadão do Recife ao Sr. Vágner Silva de Souza (Vágner Love).,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=378,Decreto Legislativo,2023-10-10,ConcessaoTitulo
Decreto Legislativo 1107/2023,Concede o Título de Cidadão do Recife ao Sr. Paulo Augusto Rodrigues Moura – Paulo Moura.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=481,Decreto Legislativo,2023-10-02,ConcessaoTitulo
Decreto Legislativo 1106/2023,Concede o Título de Cidadão do Recife ao jogador de futebol Diego de Souza Andrade.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=410,Decreto Legislativo,2023-09-25,ConcessaoTitulo
Decreto Legislativo 1105/2023,Concede o Título de Cidadão do Recife ao Médico Perito “Dr. Luiz Pereira de Mello”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=425,Decreto Legislativo,2023-09-18,ConcessaoTitulo
Decreto Legislativo 1104/2023,Concede o Título de Cidadã do Recife à Cantora e Compositora Gerlane Lops.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=405,Decreto Legislativo,2023-09-11,ConcessaoTitulo
Decreto Legislativo 1103/2023,Concede a Medalha de Mérito Olegária Mariano à Maria Eduarda Fernandes.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=401,Decreto Legislativo,2023-09-11,ConcessaoMedalha
Decreto Legislativo 1102/2023,Concede o Título de Cidadão do Recife ao Empresário Jailson Marcos.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=399,Decreto Legislativo,2023-09-11,ConcessaoTitulo
Decreto Legislativo 1101/2023,Concede o Título de Cidadão do Recife ao Sr. Hemerson da Silva Ferreira (Mc Tocha).,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=396,Decreto Legislativo,2023-09-11,ConcessaoTitulo
Decreto Legislativo 1100/2023,Concede o Título de Cidadã do Recife à Sra. Antônia Cristina Amaral Silva – Cristina Amaral.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=375,Decreto Legislativo,2023-09-11,ConcessaoTitulo
Decreto Legislativo 1099/2023,Concede o Título de Cidadão do Recife ao musicista Juliano Holanda.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=374,Decreto Legislativo,2023-09-11,ConcessaoTitulo
Decreto Legislativo 1098/2023,Concede a Medalha de Mérito José Mariano ao Sr. Manoel Leôncio Correia Filho.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=409,Decreto Legislativo,2023-09-11,ConcessaoMedalha
Decreto Legislativo 1097/2023,Concede a Medalha de Mérito José Mariano a Eduardo Emílio Andrade Faye das Chagas Holanda,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=407,Decreto Legislativo,2023-09-11,ConcessaoMedalha
Decreto Legislativo 1096/2023,"Revoga o Decreto Legislativo nº 1.013, de 15 de fevereiro de 2022, que Concede o Título de Cidadão do Recife ao Sr. Alexandre Vitor Passos Assumpção.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=377,Decreto Legislativo,2023-09-11,ConcessaoTitulo
Decreto Legislativo 1095/2023,"Dispõe sobre a revogação do Decreto Legislativo nº 1.012, de 15 de fevereiro de 2022, que Concede o Título de Cidadã do Recife à Sra. Ana Luiza Francia Assumpção Passos.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=376,Decreto Legislativo,2023-09-06,ConcessaoTitulo
Decreto Legislativo 1094/2023,Concede o Título de Cidadão do Recife ao Padre Fabio Farias por relevantes serviços prestados à sociedade recifense.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=403,Decreto Legislativo,2023-08-29,ConcessaoTitulo
Decreto Legislativo 1093/2023,Concede o Título de Cidadã do Recife à Sra. Iva das Neves Lima de Souza.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=398,Decreto Legislativo,2023-08-22,ConcessaoTitulo
Decreto Legislativo 1092/2023,Concede o Título de Cidadão do Recife ao Sr. Antônio Gonçalves de Souza Sobrinho.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=379,Decreto Legislativo,2023-08-22,ConcessaoTitulo
Decreto Legislativo 1091/2023,"Concede a Medalha de Mérito José Mariano ao Secretário Executivo de Articulação Política do Recife, Tarcísio Montenegro Amaral Ribeiro.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=370,Decreto Legislativo,2023-08-22,ConcessaoTitulo
Decreto Legislativo 1090/2023,"Concede a Medalha de Mérito José Mariano ao Excelentíssimo Sr. Ricardo de Oliveira Paes Barreto, Desembargador do Tribunal de Justiça de Pernambuco.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=328,Decreto Legislativo,2023-07-03,ConcessaoMedalha
Decreto Legislativo 1089/2023,"Concede a Medalha de Mérito José Mariano ao Excelentíssimo Sr. Itamar Pereira da Silva Júnior, Desembargador do Tribunal de Justiça de Pernambuco.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=326,Decreto Legislativo,2023-07-03,ConcessaoMedalha
Decreto Legislativo 1088/2023,Concede o Título de Cidadão do Recife ao Sr. Anderson Christian Alves Lucena de Melo.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=373,Decreto Legislativo,2023-06-05,ConcessaoTitulo
Decreto Legislativo 1087/2023,Concede o Título de Cidadã do Recife a Roberta Claro Romão Corrêa.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=372,Decreto Legislativo,2023-06-05,ConcessaoTitulo
Decreto Legislativo 1086/2023,Concede o Título de Cidadão do Recife ao Sr. Paulo Dutra de Morais Barboza.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=371,Decreto Legislativo,2023-06-05,ConcessaoTitulo
Decreto Legislativo 1085/2023,Concede a Medalha de Mérito Olegária Mariano à Renata Berenguer de Queiroz Moreira.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=368,Decreto Legislativo,2023-06-05,ConcessaoMedalha
Decreto Legislativo 1084/2023,Concede o Título de Cidadã do Recife a Sra. Everdelina Roberta Araújo de Meneses.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=357,Decreto Legislativo,2023-06-05,ConcessaoTitulo
Decreto Legislativo 1083/2023,"Concede a Medalha de Mérito José Mariano ao Excelentíssimo Sr. Humberto Costa Vasconcelos Júnior, Desembargador do Tribunal de Justiça de Pernambuco.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=327,Decreto Legislativo,2023-06-05,ConcessaoMedalha
Decreto Legislativo 1082/2023,"Concede a Medalha de Mérito José Mariano ao Agente da Polícia Federal, o Sr. Roberto Francisco dos Santos, pelos relevantes serviços prestados na segurança pública.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=475,Decreto Legislativo,2023-06-05,ConcessaoMedalha
Decreto Legislativo 1081/2023,Concede o Título de Cidadão para o Sr. Flávio José de Amorim.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=841,Decreto Legislativo,2023-05-30,ConcessaoTitulo
Decreto Legislativo 1080/2023,Concede o Título de Cidadão do Recife ao Sr. Ronaldo Dalcin.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=352,Decreto Legislativo,2023-05-30,ConcessaoTitulo
Decreto Legislativo 1079/2023,"Concede a Medalha de Mérito José Mariano ao Excelentíssimo Sr. Agenor Ferreira de Lima Filho, Desembargador do Tribunal de Justiça de Pernambuco.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=350,Decreto Legislativo,2023-05-30,ConcessaoMedalha
Decreto Legislativo 1078/2023,Concede o Título de Cidadão do Recife ao Sr. Vicente Jorge Espindola Rodrigues.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=325,Decreto Legislativo,2023-05-30,ConcessaoTitulo
Decreto Legislativo 1077/2023,Concede o Título de Cidadão Recifense ao Irmão Marcelo Barros.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=324,Decreto Legislativo,2023-04-17,ConcessaoTitulo
Decreto Legislativo 1076/2023,"Concede a Medalha de Mérito José Mariano ao Senhor Ivanildo Marques da Silva, o “Conde Só Brega”",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=323,Decreto Legislativo,2023-04-17,ConcessaoMedalha
Decreto Legislativo 1075/2023,Altera o Decreto Legislativo nº 935 de 18 de dezembro de 2019.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=843,Decreto Legislativo,2023-04-03,Outro
Decreto Legislativo 1074/2023,Concede o Título de Cidadã do Recife à Sra. Raphaela Santos Souza da Silva.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=322,Decreto Legislativo,2023-04-03,ConcessaoTitulo
Decreto Legislativo 1073/2023,"Concede a Medalha de Mérito Olegária Mariano à Raquel Teixeira Lyra Lucena, eleita a primeira mulher para governar o Estado de Pernambuco.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=478,Decreto Legislativo,2023-04-03,ConcessaoMedalha
Decreto Legislativo 1072/2023,"Concede a Medalha de Mérito
Olegária Mariano a Sra. Carli Lima
Amorim.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=817,Decreto Legislativo,2023-03-21,ConcessaoMedalha
Decreto Legislativo 1071/2022,Concede o Título de Cidadão do Recife ao Sr. Manoel Carneiro da Silva.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=477,Decreto Legislativo,2022-12-05,ConcessaoTitulo
Decreto Legislativo 1070/2022,Concede a Medalha de Mérito José Mariano ao Procurador-Geral de Justiça Paulo Augusto de Freitas Oliveira.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=479,Decreto Legislativo,2022-12-05,ConcessaoMedalha
Decreto Legislativo 1069/2022,Concede o Título de Cidadão do Recife a Antônio Lopes Miranda.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=476,Decreto Legislativo,2022-11-29,ConcessaoTitulo
Decreto Legislativo 1068/2022,Concede a Medalha de Mérito José Mariano ao Instituto de Identificação Tavares Buril (IITB).,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=466,Decreto Legislativo,2022-11-01,ConcessaoMedalha
Decreto Legislativo 1067/2022,Concede a Medalha de Mérito José Mariano ao Sr. Sérgio Murilo Junior.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=470,Decreto Legislativo,2022-11-01,ConcessaoMedalha
Decreto Legislativo 1066/2022,"Concede o Título de Cidadão do Recife ao Sr. Manoel Humberto Gonzaga Lima, Presidente Nacional da União Nacional dos Conselhos Municipais de Educação (UNCME).",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=468,Decreto Legislativo,2022-11-01,ConcessaoTitulo
Decreto Legislativo 1065/2022,Concede o Título de Cidadão do Recife ao Sr. John Peter Rodgerson.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=474,Decreto Legislativo,2022-10-24,ConcessaoTitulo
Decreto Legislativo 1064/2022,Concede o Título de Cidadão do Recife ao Sr. Fabio Barros Franco de Campos,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=473,Decreto Legislativo,2022-10-24,ConcessaoTitulo
Decreto Legislativo 1063/2022,Concede o Título de Cidadão do Recife ao Advogado e Doutor Ricardo Sérvulo Fonsêca da Costa,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=472,Decreto Legislativo,2022-10-24,ConcessaoTitulo
Decreto Legislativo 1062/2022,"Concede o Título de Cidadão do Recife ao Senhor Arlindo Laurindo de Matos Júnior, Padre Arlindo.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=471,Decreto Legislativo,2022-10-24,ConcessaoTitulo
Decreto Legislativo 1061/2022,Concede o Título de Cidadão do Recife ao Sr. Rogério Alves Ribeiro.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=467,Decreto Legislativo,2022-10-24,ConcessaoTitulo
Decreto Legislativo 1060/2022,Concede a Medalha de Mérito José Mariano ao Professor Ivys Urquiza.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=458,Decreto Legislativo,2022-10-24,ConcessaoMedalha
Decreto Legislativo 1059/2022,Concede o Título de Cidadão do Recife ao Sr. José Renato Accioly.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=457,Decreto Legislativo,2022-10-24,ConcessaoTitulo
Decreto Legislativo 1058/2022,Concede o Título de Cidadão do Recife ao Sr. Elielson Leandro de Lira Lima.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=469,Decreto Legislativo,2022-10-17,ConcessaoTitulo
Decreto Legislativo 1057/2022,Concede a Medalha de Mérito José Mariano ao Sr. Luiz Fernando Bandeira de Mello,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=465,Decreto Legislativo,2022-10-10,ConcessaoMedalha
Decreto Legislativo 1056/2022,Concede o Título de Cidadã do Recife à Senhora Lia de Itamaracá.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=462,Decreto Legislativo,2022-10-10,ConcessaoTitulo
Decreto Legislativo 1055/2022,Concede o Título de Cidadão do Recife ao Sr. Maurílio José Rodrigues da Silva.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=460,Decreto Legislativo,2022-09-19,ConcessaoTitulo
Decreto Legislativo 1054/2022,Concede a Medalha de Mérito Olegário Mariano à Sra. Mirtes Renata Santana de Souza,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=456,Decreto Legislativo,2022-09-12,ConcessaoMedalha
Decreto Legislativo 1053/2022,"Concede a Medalha de Mérito José Mariano ao Instituto Aliança de Linguística, Teologia e Humanidades (IALTH).",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=449,Decreto Legislativo,2022-09-12,ConcessaoMedalha
Decreto Legislativo 1052/2022,Concede o Título de Cidadão do Recife a Tomé Ferreira de Lima.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=431,Decreto Legislativo,2022-09-12,ConcessaoTitulo
Decreto Legislativo 1051/2022,Concede a Medalha de Mérito José Mariano ao Deputado Estadual Isaltino Nascimento.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=464,Decreto Legislativo,2022-08-30,ConcessaoMedalha
Decreto Legislativo 1050/2022,"Concede a Medalha de Mérito José Mariano ao
Centro de Cultura Luiz Freire.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=461,Decreto Legislativo,2022-08-30,ConcessaoMedalha
Decreto Legislativo 1049/2022,Concede o Título de Cidadão do Recife ao Sr. Gilmar Ferreira Mendes.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=463,Decreto Legislativo,2022-08-22,ConcessaoTitulo
Decreto Legislativo 1048/2022,Concede o Título de Cidadã do Recife à Sra. Denise Maria Botelho.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=445,Decreto Legislativo,2022-08-16,ConcessaoTitulo
Decreto Legislativo 1047/2022,Concede a Medalha de Mérito José Mariano ao Senhor Manoel Ferreira da Silva.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=447,Decreto Legislativo,2022-08-16,ConcessaoMedalha
Decreto Legislativo 1046/2022,Concede a Medalha de Mérito Olegária Mariano à Sra. Mônica Oliveira.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=455,Decreto Legislativo,2022-08-16,ConcessaoMedalha
Decreto Legislativo 1045/2022,Concede o Título de Cidadã do Recife à Pastora e Escritora Ezenete Rodrigues,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=444,Decreto Legislativo,2022-08-16,ConcessaoTitulo
Decreto Legislativo 1044/2022,"Concede a Medalha de Mérito Olegária Mariano à Secretária de Desenvolvimento Social, Juventude, Políticas sobre Drogas e Direitos Humanos, Ana Rita Suassuna.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=448,Decreto Legislativo,2022-08-09,ConcessaoMedalha
Decreto Legislativo 1043/2022,Concede o Título de Cidadão do Recife ao Sr. Geraldo Maximiano de Lima (“Rei do Omelete”).,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=440,Decreto Legislativo,2022-08-09,ConcessaoTitulo
Decreto Legislativo 1042/2022,"Concede a Medalha de Mérito José Mariano ao Presidente Nacional do Partido Progressistas (PP), Senador Ciro Nogueira Lima Filho.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=454,Decreto Legislativo,2022-08-09,ConcessaoMedalha
Decreto Legislativo 1041/2022,Concede o Título de Cidadão do Recife ao Sr. Leonardo Framil.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=451,Decreto Legislativo,2022-08-08,ConcessaoTitulo
Decreto Legislativo 1040/2022,Concede o Título de Cidadã do Recife à Sra. Maria do Socorro de Lima Oliveira.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=439,Decreto Legislativo,2022-08-08,ConcessaoTitulo
Decreto Legislativo 1039/2022,Concede o Título de Cidadão do Recife ao Sr. João Fernando Gomes Valério.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=459,Decreto Legislativo,2022-08-08,ConcessaoTitulo
Decreto Legislativo 1038/2022,Concede a Medalha de Mérito José Mariano ao Senhor André Régis de Carvalho.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=446,Decreto Legislativo,2022-07-04,ConcessaoMedalha
Decreto Legislativo 1037/2022,Concede o Título de Cidadão do Recife ao Sr. Josberto Raimundo da Silva.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=436,Decreto Legislativo,2022-07-04,ConcessaoTitulo
Decreto Legislativo 1036/2022,Concede o Título de Cidadão do Recife ao Senhor Clodoaldo Magalhães Oliveira Lyra.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=432,Decreto Legislativo,2022-07-04,ConcessaoTitulo
