title,summary,link,tags,published,tipo da lei
Lei Ordinária 18662/2019,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O “DIA MUNICIPAL DO PROFISSIONAL DE TECNOLOGIA DA INFORMAÇÃO”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=984,Lei Ordinária,2019-11-18,CalendarioEventos
Lei Ordinária 18661/2019,"DISPÕE SOBRE AUTORIZAÇÃO PARA CONTRATAÇÃO DE OPERAÇÃO DE CRÉDITO JUNTO À CAIXA ECONÔMICA FEDERAL. NO ÂMBITO DO FINISA – FINANCIAMENTO A INFRAESTRUTURA E AO SANEAMENTO NO VALOR DE R$ 201.000.000,00.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=985,Lei Ordinária,2019-11-13,Outro
Lei Ordinária 18660/2019,"DISPÕE SOBRE AUTORIZAÇÃO PARA CONTRATAÇÃO DE OPERAÇÃO DE CRÉDITO JUNTO AO BANCO DO BRASIL S.A. NO ÂMBITO DO PROGRAMA EFICIÊNCIA MUNICIPAL NO VALOR DE R$ 35.000.000,00.
""REGIME DE URGÊNCIA""",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=986,Lei Ordinária,2019-11-13,Outro
Lei Ordinária 18659/2019,"ALTERA A REDAÇÃO DA LEI MUNICIPAL Nº 17.105, DE 15 DE JULHO DE 2005, QUE REGE O CONSELHO MUNICIPAL DE POLÍTICA CULTURAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=987,Lei Ordinária,2019-11-13,Outro
Lei Ordinária 18658/2019,DECLARA O RECIFENSE PAULO FREIRE PATRONO DA EDUCAÇÃO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=988,Lei Ordinária,2019-11-06,Outro
Lei Ordinária 18657/2019,"INSTITUI O DIA MUNICIPAL DA SEGURANÇA URBANA NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE,  A SER CELEBRADO NO DIA 21 DE ABRIL E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1003,Lei Ordinária,2019-11-04,CalendarioEventos
Lei Ordinária 18656/2019,INSTITUI MULTA AO USUÁRIO DOS VEÍCULOS QUE OPERAM LINHAS DO SISTEMA DE TRANSPORTE PÚBLICO DE PASSAGEIROS DO RECIFE – STPP/RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1004,Lei Ordinária,2019-11-04,CalendarioEventos
Lei Ordinária 18655/2019,"DENOMINAR-SE-Á “GOVERNADOR EDUARDO CAMPOS” O PARQUE PÚBLICO A SER INSTALADO NO ANTIGO TERRENO DO AEROCLUBE DE PERNAMBUCO, NO BAIRRO PINA, RECIFE/PE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1005,Lei Ordinária,2019-11-04,RenomearLogradouro
Lei Ordinária 18654/2019,"AUTORIZA A ABERTURA DE CRÉDITO ESPECIAL AO ORÇAMENTO FISCAL DO MUNICÍPIO DO RECIFE, EM FAVOR DA AUTARQUIA DE TRÂNSITO E TRANSPORTES URBANOS – CTTU, NO VALOR DE R$ 100.000,00 (CEM MIL REAIS).",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1006,Lei Ordinária,2019-11-04,Outro
Lei Ordinária 18653/2019,DISPÕE SOBRE RETRIBUIÇÃO PECUNIÁRIA A SERVIDORES NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE E DÁ OUTRAS PROVIDENCIAS,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1008,Lei Ordinária,2019-11-01,Outro
Lei Ordinária 18652/2019,"AUTORIZA O PODER EXECUTIVO A CONTRATAR OPERAÇÃO DE CRÉDITO JUNTO AO BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL (BNDES) RELATIVA AO PROGRAMA DE MODERNIZAÇÃO DA ADMINISTRAÇÃO TRIBUTÁRIA E DA GESTÃO DOS SETORES SOCIAIS BÁSICOS (PMAT). 
 ""REGIME DE URGÊNCIA""",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1570,Lei Ordinária,2019-10-30,Outro
Lei Ordinária 18651/2019,INSTITUI O PROGRAMA DE REGULARIZAÇÃO DO IPTU COMPLEMENTAR 2015/2016.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1036,Lei Ordinária,2019-10-30,Outro
Lei Ordinária 18650/2019,"INSTITUI O PROGRAMA DE PARCELAMENTO INCENTIVADO - PPI, NO MUNICÍPIO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1040,Lei Ordinária,2019-10-30,CalendarioEventos
Lei Ordinária 18649/2019,"INSTITUI A DATA DE 15/01/1654 COMO MARCO INAUGURAL DE CRIAÇÃO DO BAIRRO DE SANTO AMARO E INCLUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O DIA 15 DE JANEIRO COMO ANIVERSÁRIO DO BAIRRO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1045,Lei Ordinária,2019-10-28,CalendarioEventos
Lei Ordinária 18648/2019,"DENOMINA “SEVERINO MIGUEL DE SOUZA (BIBIU)” A PRAÇA E A QUADRA DE ESPORTES LOCALIZADAS NA RUA ALTO JOSÉ BONIFÁCIO, NO BAIRRO ALTO JOSÉ BONIFÁCIO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1048,Lei Ordinária,2019-10-28,RenomearLogradouro
Lei Ordinária 18647/2019,INSTITUI O “DIA MUNICIPAL DE CONSCIENTIZAÇÃO DA SÍNDROME DE TOURETTE” NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1068,Lei Ordinária,2019-10-18,CalendarioEventos
Lei Ordinária 18646/2019,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O “DIA DE UMA ÁRVORE NA CALÇADA”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1569,Lei Ordinária,2019-10-18,CalendarioEventos
Lei Ordinária 18645/2019,INCLUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE O “DIA MUNICIPAL DO AGENTE DE SAÚDE AMBIENTAL E COMBATE ÀS ENDEMIAS (ASACE)”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1086,Lei Ordinária,2019-10-18,CalendarioEventos
Lei Ordinária 18644/2019,"DISPÕE SOBRE A OBRIGATORIEDADE DO FORNECIMENTO DE CARDÁPIO EM BRAILE NOS BARES, RESTAURANTES, LANCHONETES, HOTÉIS, CLUBES, CASAS DE SHOW E SIMILARES SITUADOS NO MUNICÍPIO DO RECIFE",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1088,Lei Ordinária,2019-10-18,Outro
Lei Ordinária 18643/2019,"ALTERA A REDAÇÃO DO ART. 1º DA LEI Nº 16.900, DE 17 DE OUTUBRO DE 2003.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1091,Lei Ordinária,2019-10-18,Outro
Lei Ordinária 18642/2019,INSTITUI O “DIA MUNICIPAL DO TÉCNICO EM SEGURANÇA DO TRABALHO” NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1093,Lei Ordinária,2019-10-18,CalendarioEventos
Lei Ordinária 18641/2019,"INSTITUI O MÊS “JUNHO BRANCO” PARA A PREVENÇÃO, CONSCIENTIZAÇÃO E EDUCAÇÃO QUANTO AOS MALEFÍCIOS DO CONSUMO DE DROGAS LÍCITAS E ILÍCITAS NO MUNICÍPIO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1095,Lei Ordinária,2019-10-18,CalendarioEventos
Lei Ordinária 18640/2019,"DISPÕE SOBRE A COLOCAÇÃO DE INFORMAÇÕES SOBRE CAMPANHAS DE VACINAÇÃO NAS AGENDAS, CADERNOS E/OU QUALQUER MEIO DE COMUNICAÇÃO ESCRITO ESTABELECIDO COM OS PAIS DOS ALUNOS DA REDE PÚBLICA DE ENSINO NO ÂMBITO DO MUNICÍPIO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1096,Lei Ordinária,2019-10-18,Outro
Lei Ordinária 18639/2019,"DENOMINAR-SE-Á “NEM BARROCE”, O VESTIÁRIO DO PARQUE ARRAIAL NOVO DO BOM JESUS, LOCALIZADO NA ESTRADA DO FORTE DO ARRAIAL NOVO DO BOM JESUS, NO BAIRRO TORRÕES.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1098,Lei Ordinária,2019-10-14,RenomearLogradouro
Lei Ordinária 18638/2019,CRIA O “DIA MUNICIPAL DE COMBATE À IMPORTUNAÇÃO SEXUAL – NÃO É NÃO” NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1104,Lei Ordinária,2019-10-11,CalendarioEventos
Lei Ordinária 18637/2019,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O “DIA DO CATADOR”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1105,Lei Ordinária,2019-10-11,CalendarioEventos
Lei Ordinária 18636/2019,"DENOMINA “CRECHE MIGUEL ARRAES”, O CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL (CMEI), LOCALIZADO NA RUA PINTOR HÉLIO FEIJÓ, NA COMUNIDADE RODA DE FOGO, NO BAIRRO TORRÕES.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1109,Lei Ordinária,2019-10-11,RenomearLogradouro
Lei Ordinária 18635/2019,REESTRUTURA O PROGRAMA FAMÍLIA ACOLHEDORA DO RECIFE E REVOGA A LEI Nº. 17.255/2006.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1228,Lei Ordinária,2019-10-11,Outro
Lei Ordinária 18634/2019,DISPÕE SOBRE AS NORMAS GERAIS DE SEGURANÇA EM INSTITUIÇÕES FINANCEIRAS E AFINS SEDIADAS NO MUNICÍPIO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1230,Lei Ordinária,2019-10-02,CalendarioEventos
Lei Ordinária 18633/2019,DISPÕE SOBRE O GUIA MUNICIPAL DE SAÚDE DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1232,Lei Ordinária,2019-10-02,Outro
Lei Ordinária 18632/2019,INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE O “DIA MUNICIPAL DO TRABALHADOR DA CONSTRUÇÃO CIVIL”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1237,Lei Ordinária,2019-09-30,CalendarioEventos
Lei Ordinária 18631/2019,"ALTERA A LEI Nº 16.856, DE 16 DE ABRIL DE 2003, QUE DISPÕE SOBRE O SERVIÇO DE TRANSPORTE COMPLEMENTAR DE PASSAGEIROS DO MUNICÍPIO DO RECIFE – STCP/RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1247,Lei Ordinária,2019-09-25,Outro
Lei Ordinária 18630/2019,DISPÕE SOBRE INSTRUÇÕES DE SEGURANÇA E SAÚDE NO TRABALHO PARA OS PROFISSIONAIS DA GUARDA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1252,Lei Ordinária,2019-09-30,Outro
Lei Ordinária 18629/2019,"DENOMINAR-SE-Á COMPAZ GOVERNADOR MIGUEL ARRAES DE ALENCAR O COMPAZ LOCALIZADO NA ANTIGA FÁBRICA DE ESTOPA DO ZUMBI, NA AV. CAXANGÁ, Nº 653, NO BAIRRO DO ZUMBI.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1258,Lei Ordinária,2019-09-25,RenomearLogradouro
Lei Ordinária 18628/2019,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O DIA MUNICIPAL DA MERENDEIRA ESCOLAR.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1265,Lei Ordinária,2019-09-25,CalendarioEventos
Lei Ordinária 18627/2019,ESTABELECE O CONTROLE NA COMERCIALIZAÇÃO DE ÁCIDOS A PESSOAS FÍSICAS E JURÍDICAS NOS ESTABELECIMENTOS LOCALIZADOS NO MUNICÍPIO DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1268,Lei Ordinária,2019-09-17,Outro
Lei Ordinária 18626/2019,"ACRESCENTA DISPOSITIVOS AO ART. 81. E AO ART. 88. DA LEI MUNICIPAL Nº 14.985, DE 29 DE JULHO DE 1987, PARA OBRIGAR AS EMPRESAS PRESTADORAS DE SERVIÇOS TERCEIRIZADOS À ADMINISTRAÇÃO PÚBLICA MUNICIPAL À COMPROVAÇÃO MENSAL DAS OBRIGAÇÕES TRABALHISTAS E PREVIDENCIÁRIAS DA TOTALIDADE DE SEUS FUNCIONÁRIOS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1270,Lei Ordinária,2019-09-17,Outro
Lei Ordinária 18625/2019,LIMITA A QUANTIDADE DE VEZES QUE UMA MESMA PESSOA PODERÁ SER HOMENAGEADA POR MEIO DA ATRIBUIÇÃO DO NOME AOS ESPAÇOS E EQUIPAMENTOS PÚBLICOS MUNICIPAIS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1271,Lei Ordinária,2019-09-17,Outro
Lei Ordinária 18624/2019,DECLARA DE UTILIDADE PÚBLICA A ESCOLA DE PAIS DO BRASIL – SECCIONAL RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1273,Lei Ordinária,2019-09-17,Outro
Lei Ordinária 18623/2019,"ALTERA O NOME DA RUA COSMORAMA, NO BAIRRO DE BOA VIAGEM, PARA RUA ARTHUR BRUNO SCHWAMBACH.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1275,Lei Ordinária,2019-09-17,RenomearLogradouro
Lei Ordinária 18622/2019,"REVOGA A LEI MUNICIPAL N. 18.308, DE 4 DE MAIO DE 2017.(QUE DISPÕE SOBRE PENALIDADE A SER APLICADA AOS PRATICANTES DE AÇÕES ANTI-CIDADÃS DE CHAMADAS DO SAMU - SERVIÇO DE ASSISTÊNCIA MÉDICA DE URGÊNCIA PARA ATENDIMENTOS INVERÍDICOS)",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1290,Lei Ordinária,2019-09-17,Outro
Lei Ordinária 18621/2019,"DECLARA DE UTILIDADE PÚBLICA, NO ÂMBITO MUNICIPAL, O MOVIMENTO SOCIAL E CULTURAL CORES DO AMANHÃ.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1291,Lei Ordinária,2019-09-17,PatrimonioCultural
Lei Ordinária 18620/2019,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O “DIA DO ENGENHEIRO”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1292,Lei Ordinária,2019-09-17,CalendarioEventos
Lei Ordinária 18619/2019,"INCLUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O DIA MUNICIPAL DO TEATRO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1295,Lei Ordinária,2019-09-17,CalendarioEventos
Lei Ordinária 18618/2019,INSTITUI O PROGRAMA “CHEGANDO JUNTO” E DÁ OUTRAS PROVIDÊNCIAS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1297,Lei Ordinária,2019-09-17,Outro
Lei Ordinária 18617/2019,"CRIA O FUNDO DO TRABALHO DO MUNICÍPIO DO RECIFE/ FT-RECIFE E INSTITUI O CONSELHO MUNICIPAL DO TRABALHO, EMPREGO E RENDA - CTER/RECIFE, NOS TERMOS E PARA OS FINS QUE ESPECIFICA.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1299,Lei Ordinária,2019-09-17,CalendarioEventos
Lei Ordinária 18616/2019,"DISPÕE SOBRE A PROIBIÇÃO DA PICHAÇÃO E A REGULAMENTAÇÃO DA PRÁTICA DO GRAFITE, BEM COMO SOBRE A RECUPERAÇÃO E PRESERVAÇÃO DO CONFORTO AMBIENTAL E ESTÉTICO NO MUNICÍPIO DO RECIFE, E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1302,Lei Ordinária,2019-09-10,Outro
Lei Ordinária 18615/2019,"AUTORIZA O PODER EXECUTIVO A CONTRATAR OPERAÇÃO DE CRÉDITO COM A CAIXA ECONÔMICA FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS.   ""REGIME DE URGÊNCIA""",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1309,Lei Ordinária,2019-09-04,Outro
Lei Ordinária 18614/2019,"AUTORIZA O MUNICÍPIO DO RECIFE A REALIZAR CESSÃO DE DIREITO REAL DE USO DA ÁREA DE DOMÍNIO PÚBLICO QUE MENCIONA, E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1318,Lei Ordinária,2019-08-28,Outro
Lei Ordinária 18613/2019,DISPÕE SOBRE O AUMENTO DA REMUNERAÇÃO DOS SERVIDORES DO PODER LEGISLATIVO MUNICIPAL E DÁ OUTRAS PROVIDÊNCIAS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1322,Lei Ordinária,2019-07-30,Outro
Lei Ordinária 18612/2019,INSTITUI A “SEMANA MUNICIPAL DE CONSCIENTIZAÇÃO CONTRA A VIOLÊNCIA OBSTÉTRICA” NO ÂMBITO DO MUNICÍPIO DE RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1389,Lei Ordinária,2019-07-26,CalendarioEventos
Lei Ordinária 18611/2019,"DISPÕE SOBRE A LEGÍSTICA E A CONSOLIDAÇÃO DAS LEIS MUNICIPAIS, CONFORME DETERMINA O § 2º DO ART. 24 DA LEI ORGÂNICA DO MUNICÍPIO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1393,Lei Ordinária,2019-07-26,Outro
Lei Ordinária 18610/2019,"INSTITUI NO CALENDÁRIO OFICIAL DO MUNICÍPIO DO RECIFE A SEMANA MUNICIPAL DE PREVENÇÃO, CONSCIENTIZAÇÃO E COMBATE A AUTOMUTILAÇÃO, A SER REALIZADA ANUALMENTE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1397,Lei Ordinária,2019-07-24,CalendarioEventos
Lei Ordinária 18609/2019,CRIA O “PROGRAMA ESTUDANTE MULTIPLICADOR”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1398,Lei Ordinária,2019-07-24,Outro
Lei Ordinária 18608/2019,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, A “NOITE DO DENDÊ”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1399,Lei Ordinária,2019-07-24,CalendarioEventos
Lei Ordinária 18607/2019,DENOMINAR-SE-Á “GRAÇA ARAÚJO” A PRÓXIMA CICLOVIA A SER INAUGURADA NO MUNICÍPIO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1400,Lei Ordinária,2019-07-24,RenomearLogradouro
Lei Ordinária 18606/2019,DENOMINAR-SE-Á “PAULO FREIRE” O COMPAZ A SER CONSTRUÍDO NO BAIRRO DO IBURA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1401,Lei Ordinária,2019-07-24,RenomearLogradouro
Lei Ordinária 18605/2019,"INSTITUI, NO CALENDÁRIO OFICIAL DO MUNICÍPIO DO RECIFE, O DIA MUNICIPAL DA PESSOA COM ESCLERODERMIA.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1402,Lei Ordinária,2019-07-24,CalendarioEventos
Lei Ordinária 18604/2019,AUTORIZA O PODER EXECUTIVO A PRORROGAR O COMODATO DO IMÓVEL QUE MENCIONA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1407,Lei Ordinária,2019-07-24,Outro
Lei Ordinária 18603/2019,"ACRESCENTA O ART. 5º- A À LEI MUNICIPAL Nº 18.207, DE 30 DE DEZEMBRO DE 2015.(DISPÕE SOBRE IMPOSTO PREDIAL URBANO) ""REGIME DE URGÊNCIA""",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1408,Lei Ordinária,2019-07-24,Outro
Lei Ordinária 18602/2019,TORNA OBRIGATÓRIO O ATENDIMENTO PREFERENCIAL ÀS PESSOAS COM SÍNDROME CONGÊNITA DA ZIKA VÍRUS (MICROCEFALIA) NOS ESTABELECIMENTOS PÚBLICOS E PRIVADOS DO MUNICÍPIO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1562,Lei Ordinária,2019-07-09,Outro
Lei Ordinária 18601/2019,INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE O ANIVERSÁRIO DA COMUNIDADE BOLA DA REDE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1563,Lei Ordinária,2019-07-09,CalendarioEventos
Lei Ordinária 18600/2019,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O “DIA MUNICIPAL DE INFORMAÇÃO E CONSCIENTIZAÇÃO SOBRE A ENDOMETRIOSE”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1564,Lei Ordinária,2019-07-09,CalendarioEventos
Lei Ordinária 18599/2019,"INSTITUÍ, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O MÊS DO ARTESÃO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1565,Lei Ordinária,2019-07-09,CalendarioEventos
Lei Ordinária 18598/2019,"DISPÕE SOBRE A OBRIGATORIEDADE DE COLOCAÇÃO DE PLACA INDICATIVA DE LOCAÇÃO NOS PRÉDIOS UTILIZADOS PELA ADMINISTRAÇÃO PÚBLICA DIRETA, INDIRETA E AUTÁRQUICA DO MUNICÍPIO DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1566,Lei Ordinária,2019-07-09,Outro
Lei Ordinária 18597/2019,DENOMINAR-SE-Á FERNANDO COELHO O COMPAZ A SER CONSTRUÍDO NO BAIRRO DO PINA LOCALIZADO A RUA MANOEL DE BRITO S/N PINA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1567,Lei Ordinária,2019-07-03,RenomearLogradouro
Lei Ordinária 18596/2019,"DENOMINA DOM HELDER CÂMARA O CENTRO COMUNITÁRIO PELA PAZ (COMPAZ) A SER INAUGURADO NA COMUNIDADE DO COQUE, LOCALIZADA NA ILHA DE JOANA BEZERRA, NO MUNICÍPIO DE RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1568,Lei Ordinária,2019-07-03,RenomearLogradouro
Lei Ordinária 18595/2019,"DENOMINAR-SE-Á “GOVERNADOR EDUARDO CAMPOS, A PRÓXIMA UNIDADE DE SAÚDE DO IDOSO, A SER CONSTRUÍDA NO BAIRRO DE AREIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=926,Lei Ordinária,2019-06-20,RenomearLogradouro
Lei Ordinária 18594/2019,DISPÕE SOBRE AS DIRETRIZES PARA ELABORAÇÃO E EXECUÇÃO DA LEI ORÇAMENTÁRIA DE 2020.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=929,Lei Ordinária,2019-06-20,Outro
Lei Ordinária 18593/2019,"CRIA O ABONO ESPECIAL DESTINADO A SUBSIDIAR OS GASTOS COM INTERNET MÓVEL DOS SERVIDORES OCUPANTES DO CARGO DE AUXILIAR DE DESENVOLVIMENTO INFANTIL - ADI. ""REGIME DE URGÊNCIA""",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=930,Lei Ordinária,2019-06-20,Outro
Lei Ordinária 18591/2019,"DISPÕE SOBRE A REMUNERAÇÃO DOS CARGOS PÚBLICOS DE AGENTE COMUNITÁRIO DE SAÚDE E DE AGENTE DE SAÚDE E DE AGENTE DE SAÚDE E COMBATE ÀS ENDEMIAS. 
""REGIME DE URGÊNCIA""",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=932,Lei Ordinária,2019-06-20,Outro
Lei Ordinária 18590/2019,INSTITUI O DIA DO ADVOGADO NO ÂMBITO DO MUNICÍPIO DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=934,Lei Ordinária,2019-06-19,CalendarioEventos
