titulo,link,ementa,materia_originaria,link_materia,autoria,situacao,titulo_normalizado
"Lei Ordinária nº 19208, de 15/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=769,"Altera a Lei Municipal nº 16.934, de 29 de dezembro de 2003, e dá outras providências.",PLE 7/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149919,Prefeito do Recife,Em vigor,Lei Ordinária 19208/2024
"Lei Ordinária nº 19207, de 11/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=220,Institui o “Dia Municipal de Cuidados Paliativos” no Calendário Oficial de Eventos do Município do Recife.,PLO 181/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=142351,Alcides Cardoso,Em vigor,Lei Ordinária 19207/2024
"Lei Ordinária nº 19206, de 11/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=219,Institui o “Dia Municipal do Cinema Educativo” no Calendário Oficial de Eventos do Município do Recife.,PLO 272/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146260,Cida Pedrosa,Em vigor,Lei Ordinária 19206/2024
"Lei Ordinária nº 19205, de 11/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=218,"Considera a Feira Domingo na Rua, conhecida como “Feira do Bom Jesus”, Patrimônio Turístico e Cultural do Recife.",PLO 357/2021,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=114908,Marco Aurélio Filho,Em vigor,Lei Ordinária 19205/2024
"Lei Ordinária nº 19204, de 11/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=217,"Denomina “Unidade de Saúde da Família - USF, Dr. Guilherme José Robalinho de Oliveira Cavalcanti”, o USF da Encanta Moça, localizado na Rua do Patrocínio, n° 264, Pina, Município do Recife.",PLO 45/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148987,Romerinho Jatobá,Em vigor,Lei Ordinária 19204/2024
"Lei Ordinária nº 19203, de 11/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=216,Institui o “Dia Municipal do Gestor Governamental” no Calendário Oficial de Eventos no Município do Recife.,PLO 47/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148989,Romerinho Jatobá,Em vigor,Lei Ordinária 19203/2024
"Lei Ordinária nº 19202, de 11/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=215,"Denomina “Rua Barão de Casa Forte”, o logradouro localizado entre o Parque de Apipucos e o Condomínio Reserva de Apipucos, bairro de Apipucos, Município do Recife.",PLO 46/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148988,Romerinho Jatobá,Em vigor,Lei Ordinária 19202/2024
"Lei Ordinária nº 19201, de 26/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=7,"Altera a Lei Municipal nº 16.729, de 27 de dezembro de 2001.",PLE 6/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149699,Prefeito do Recife,Em vigor,Lei Ordinária 19201/2024
"Lei Ordinária nº 19200, de 26/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=11,"Altera o §3º, inciso II, do artigo 4º da Lei Municipal nº 18.785, de 15 de março de 2021, para corrigir um erro material.",PLE 5/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149595,Prefeito do Recife,Em vigor,Lei Ordinária 19200/2024
"Lei Ordinária nº 19199, de 26/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=12,"Dispõe sobre alterações na Lei Municipal nº 19.154, de 15 de dezembro de 2023 (LOA 2024), Lei Municipal nº 18.877, de 17 de dezembro de 2021 (PPA 2022-2025) e autoriza abertura de crédito especial aos Orçamentos Fiscal e da Seguridade Social, por anulação parcial das dotações orçamentárias.",PLE 4/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149594,Prefeito do Recife,Em vigor,Lei Ordinária 19199/2024
"Lei Ordinária nº 19198, de 26/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=4,"Dispõe sobre autorização à Autarquia de Urbanização do Recife – URB Recife alienar ao Município do Recife, mediante doação com encargos, bem imóvel de sua propriedade que especifica.",PLE 3/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149593,Prefeito do Recife,Em vigor,Lei Ordinária 19198/2024
"Lei Ordinária nº 19197, de 26/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=5,"Dispõe sobre autorização à Autarquia de Urbanização do Recife – URB Recife alienar ao Município do Recife, mediante doação com encargos, bens imóveis de sua propriedade que especifica.",PLE 2/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149592,Prefeito do Recife,Em vigor,Lei Ordinária 19197/2024
"Lei Ordinária nº 19196, de 26/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=6,Institui o “Dia Municipal em Defesa da Democracia¨. no Calendário Oficial de Eventos do Município do Recife.,PLO 213/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144021,Rinaldo Júnior,Em vigor,Lei Ordinária 19196/2024
"Lei Ordinária nº 19195, de 22/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=9,Institui no Calendário Oficial de Eventos do Município do Recife a “Semana Municipal da Conscientização da Prática de Atividades Físicas”.,PLO 89/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=137980,Tadeu Calheiros,Em vigor,Lei Ordinária 19195/2024
"Lei Ordinária nº 19194, de 22/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=10,Institui a “Semana Municipal de Enfrentamento ao Racismo Marta Almeida” no Calendário Oficial de Eventos do Município do Recife.,PLO 255/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145586,Luiz Eustáquio,Em vigor,Lei Ordinária 19194/2024
"Lei Ordinária nº 19193, de 22/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=22,Institui o “Dia Municipal dos Aposentados” no Calendário Oficial de Eventos do Município do Recife.,PLO 254/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145576,Luiz Eustáquio,Em vigor,Lei Ordinária 19193/2024
"Lei Ordinária nº 19192, de 22/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=21,Institui a “Semana de Conscientização sobre a Promoção da Cultura Oceânica” no Calendário Oficial de Eventos do Município do Recife.,PLO 141/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=140816,Eriberto Rafael,Em vigor,Lei Ordinária 19192/2024
"Lei Ordinária nº 19191, de 22/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=20,Considera Patrimônio Cultural Imaterial do Recife a “Noite dos Tambores Silenciosos”.,PLO 267/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146032,Aline Mariano,Em vigor,Lei Ordinária 19191/2024
"Lei Ordinária nº 19190, de 22/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=19,Considera Patrimônio Cultural Imaterial do Recife o “O Bloco Batutas de São José”.,PLO 266/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146031,Aline Mariano,Em vigor,Lei Ordinária 19190/2024
"Lei Ordinária nº 19189, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=18,Considera a “Ciranda” como Patrimônio Artístico e Cultural Imaterial do Recife.,PLO 227/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144553,Almir Fernando,Em vigor,Lei Ordinária 19189/2024
"Lei Ordinária nº 19188, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=17,Institui o “Dia Municipal do Maracatu de Baque Solto” no Calendário Oficial de Eventos do Município do Recife.,PLO 176/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=142158,Almir Fernando,Em vigor,Lei Ordinária 19188/2024
"Lei Ordinária nº 19187, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=16,Declara Patrimônio Artístico e Cultural do Recife o Maracatu de Baque Solto.,PLO 232/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144786,Almir Fernando,Em vigor,Lei Ordinária 19187/2024
"Lei Ordinária nº 19186, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=15,Declara Patrimônio Artístico e Cultural do Recife o “Maracatu de Baque Virado”,PLO 203/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143551,Almir Fernando,Em vigor,Lei Ordinária 19186/2024
"Lei Ordinária nº 19185, de 15/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=14,Dispõe sobre o reajuste da remuneração dos servidores do Poder Legislativo Municipal e dá outras providências.,PLO 38/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148741,Comissão Executiva,Em vigor,Lei Ordinária 19185/2024
"Lei Ordinária nº 19184, de 05/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=13,"Altera os Artigos 5° e 7° da Lei Municipal nº 19.166, de 20 de dezembro de 2023 e dá outras providências",PLE 1/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148650,Prefeito do Recife,Em vigor,Lei Ordinária 19184/2024
"Lei Ordinária nº 19183, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1649,"Altera a Lei Municipal nº 17.310, de 28 de março de 2007, que instituiu o Conselho Municipal de Defesa dos Direitos da Pessoa Idosa - COMDIR.",PLE 63/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146530,Prefeito do Recife,Em vigor,Lei Ordinária 19183/2023
"Lei Ordinária nº 19182, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1648,"Institui, no Calendário Oficial de Eventos do Município do Recife, o “Dia do Desfile do Clube de Máscaras O Galo da Madrugada”.",PLO 157/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=141379,Alcides Cardoso,Em vigor,Lei Ordinária 19182/2023
"Lei Ordinária nº 19181, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1647,Dispõe sobre a reserva de vagas nos concursos públicos e seleções simplificadas no âmbito da Administração Pública Municipal Direta e Indireta.,PLE 62/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146529,Prefeito do Recife,Em vigor,Lei Ordinária 19181/2023
"Lei Ordinária nº 19180, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1646,"Altera o zoneamento da cidade, instituindo, com fundamento nos art. 65, inciso II, e artigos 72, 79 da Lei Complementar nº 2 de 23 de abril de 2021, Zona Especial de Interesse Social 2 – ZEIS 2.",PLE 49/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146478,Prefeito do Recife,Em vigor,Lei Ordinária 19180/2023
"Lei Ordinária nº 19179, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1645,Estabelece medidas para unificação e racionalização dos processos de licenciamento no âmbito da Administração Pública Municipal e cria o Comitê de Licenciamento Unificado.,PLE 69/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146536,Prefeito do Recife,Em vigor,Lei Ordinária 19179/2023
"Lei Ordinária nº 19178, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1644,"Dispõe sobre a recepção local e à aplicabilidade do artigo 3º, IX da Declaração de Direitos de Liberdade Econômica, prevista na Lei Federal nº 13.874, de 20 de setembro de 2019, no âmbito do Município do Recife.",PLE 67/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146534,Prefeito do Recife,Em vigor,Lei Ordinária 19178/2023
"Lei Ordinária nº 19177, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1643,"Estabelece as normas e procedimentos para aplicação do instrumento urbanístico Estudo de Impacto de Vizinhança - EIV no Município do Recife, em cumprimento à Lei Complementar nº 02, de 23 de abril de 2021, que instituiu o Plano Diretor do Município do Recife.",PLE 65/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146532,Prefeito do Recife,Em vigor,Lei Ordinária 19177/2023
"Lei Ordinária nº 19176, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1642,Altera a Lei Municipal nº 16.292 de 29 de janeiro de 1997 para permitir a adoção de procedimento simplificado e auto declaratório para o licenciamento urbanístico e ambiental.,PLE 66/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146533,Prefeito do Recife,Em vigor,Lei Ordinária 19176/2023
"Lei Ordinária nº 19175, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1641,Dispõe sobre o serviço de locação social no Município do Recife e dá outras providências.,PLE 53/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146520,Prefeito do Recife,Em vigor,Lei Ordinária 19175/2023
"Lei Ordinária nº 19174, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1640,"Altera a Lei nº 15.563, de 27 de dezembro de 1991 e revoga as Leis nº 17.410, de 2 de janeiro de 2008 e a Lei nº 18.114, de 12 de janeiro de 2015.",PLE 55/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146522,Prefeito do Recife,Em vigor,Lei Ordinária 19174/2023
"Lei Ordinária nº 19173, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1639,"Concede isenção total dos tributos municipais que discrimina, remissão de dívidas tributárias e anistia de multas tributárias às entidades de caráter associativo e sem fins lucrativos, e dá outras providências.",PLE 61/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146528,Prefeito do Recife,Em vigor,Lei Ordinária 19173/2023
"Lei Ordinária nº 19172, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1638,"Altera a Lei Municipal nº 18.869, de 09 de dezembro de 2021.",PLE 57/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146524,Prefeito do Recife,Em vigor,Lei Ordinária 19172/2023
"Lei Ordinária nº 19171, de 29/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1637,Dispõe sobre a concessão de incentivos fiscais para o desenvolvimento econômico e social do município do Recife.,PLE 70/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147515,Prefeito do Recife,Em vigor,Lei Ordinária 19171/2023
"Lei Ordinária nº 19170, de 22/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1636,"Institui, no Município do Recife, o “Programa Geração de Oportunidades – Go Recife”, altera a Lei Municipal nº 18.785, de 15 de março de 2021 e dá outras providências.",PLE 47/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146476,Prefeito do Recife,Em vigor,Lei Ordinária 19170/2023
"Lei Ordinária nº 19169, de 21/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1635,Institui o Programa Municipal de Subsídio à Habitação de Interesse Social - PMSHIS e dá outras providências.,PLE 58/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146525,Prefeito do Recife,Em vigor,Lei Ordinária 19169/2023
