titulo,link,ementa,materia_originaria,link_materia,autoria,situacao,titulo_normalizado
"Lei Ordinária nº 19273, de 08/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1837,"Considera Patrimônio Cultural Imaterial do Recife o "" Bloco das Flores""",PLO 306/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147351,Aline Mariano,Em vigor,Lei Ordinária 19273/2024
"Lei Ordinária nº 19272, de 08/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1836,Dispõe sobre as diretrizes para elaboração e execução da Lei Orçamentária de 2025.,PLE 13/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151741,Prefeito do Recife,Em vigor,Lei Ordinária 19272/2024
"Lei Ordinária nº 19271, de 05/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1744,"Denomina “Praça Dr. Antônio Carlos Figueira” a praça situada na Rua Projetada, nº 7512, popularmente chamada de “Praça dos Tijolos”, Bairro Boa viagem, município do Recife.",PLO 158/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=154229,Zé Neto,Em vigor,Lei Ordinária 19271/2024
"Lei Ordinária nº 19270, de 04/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1807,"Disciplina a Bonificação por Desempenho da Saúde Bucal, regulamentando a distribuição local dos recursos relacionados ao ""pagamento por desempenho da saúde bucal na atenção primária à saúde, no âmbito do SUS"", instituído pelo Ministério da Saúde.",PLE 19/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=153580,Prefeito do Recife,Em vigor,Lei Ordinária 19270/2024
"Lei Ordinária nº 19269, de 04/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1835,"Dispõe sobre a doação de imóveis no âmbito do Programa Minha Casa, Minha Vida - Entidades (MCMV-Entidades), regulamentado pela Instrução Normativa Nº 28, de 4 de julho de 2023, e dá outras providências.",PLE 21/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=154055,Prefeito do Recife,Em vigor,Lei Ordinária 19269/2024
"Lei Ordinária nº 19268, de 04/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1834,Dispõe sobre a remuneração dos servidores públicos que indica e dá outras providências.,PLE 22/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=154111,Prefeito do Recife,Em vigor,Lei Ordinária 19268/2024
"Lei Ordinária nº 19267, de 04/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1745,"Denomina de “Centro de Promoção dos Direitos da Mulher Marta Almeida”, o Centro de Promoção dos Direitos da Mulher a ser inaugurado na Rua do Bom Jesus, nº 147, no Bairro do Recife.",PLO 153/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=154069,Cida Pedrosa,Em vigor,Lei Ordinária 19267/2024
"Lei Ordinária nº 19266, de 01/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1833,"Dispõe sobre autorização ao Poder Executivo Municipal para alienar ao Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco - IFPE, mediante doação com encargos, bens imóveis de sua propriedade que especifica.",PLE 20/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=153779,Prefeito do Recife,Em vigor,Lei Ordinária 19266/2024
"Lei Ordinária nº 19265, de 27/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1832,Institui no Calendário Oficial de Eventos do Município do Recife o “Março Roxo – Mês Dedicado à Defesa dos Direitos da Pessoa com Epilepsia”.,PLO 66/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=136974,Ebinho Florêncio,Em vigor,Lei Ordinária 19265/2024
"Lei Ordinária nº 19264, de 27/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1831,"Altera o nome da “Praça da Morte” localizada no Bairro de Boa Viagem, no município do Recife, para “Praça da União”.",PLO 295/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147132,Felipe Alecrim,Em vigor,Lei Ordinária 19264/2024
"Lei Ordinária nº 19263, de 26/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1746,Declara de Utilidade Pública o INSTITUTO OFICINA CERÂMICA FRANCISCO BRENNAND.,PLO 131/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=153159,Carlos Muniz,Em vigor,Lei Ordinária 19263/2024
"Lei Ordinária nº 19262, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1799,"Institui o “Dia S de valorização e reconhecimento do Serviço Social do Comércio (Sesc) e do Serviço Nacional de Aprendizagem Comercial (Senac)”, no Calendário Oficial de Eventos do Município do Recife.",PLO 67/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149948,Marco Aurélio Filho,Em vigor,Lei Ordinária 19262/2024
"Lei Ordinária nº 19261, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1765,Inclui o “Projeto Banco Vermelho”no calendário oficial de eventos do município do Recife.,PLO 78/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150550,Liana Cirne,Em vigor,Lei Ordinária 19261/2024
"Lei Ordinária nº 19260, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1751,Declara Patrimônio Cultural Imaterial do Recife a “Batalha da Convenção”.,PLO 7/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147725,Cida Pedrosa,Em vigor,Lei Ordinária 19260/2024
"Lei Ordinária nº 19259, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1772,Considera Patrimônio Cultural e Gastronômico do Recife o “Restaurante Altar Cozinha Ancestral”.,PLO 75/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150080,Marco Aurélio Filho,Em vigor,Lei Ordinária 19259/2024
"Lei Ordinária nº 19258, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1801,"Declara a “ Paróquia Nossa Senhora do Loreto da Base Aérea” Patrimônio Histórico, Cultural e imaterial do Recife.",PLO 65/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149923,Zé Neto,Em vigor,Lei Ordinária 19258/2024
"Lei Ordinária nº 19257, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1774,Considera Patrimônio Cultural e Gastronômico do Recife o “Espaço Multicultural Cantinho do Axé”.,PLO 71/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149998,Marco Aurélio Filho,Em vigor,Lei Ordinária 19257/2024
"Lei Ordinária nº 19256, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1761,Declara Patrimônio Cultural Imaterial do Recife o “Baile do Menino Deus”.,PLO 81/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150656,Cida Pedrosa,Em vigor,Lei Ordinária 19256/2024
"Lei Ordinária nº 19255, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1830,"Denomina “Praça Antônia Júlia de Souza” a praça situada na Rua Engenho Linda Flor, no Bairro Cohab - Ibura de Cima, município do Recife.",PLO 297/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147137,Samuel Salazar,Em vigor,Lei Ordinária 19255/2024
"Lei Ordinária nº 19254, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1829,Institui o “Dia Municipal dos Direitos Humanos Dom Hélder Câmara” no Calendário Oficial de Eventos do Município do Recife.,PLO 235/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144827,Cida Pedrosa,Em vigor,Lei Ordinária 19254/2024
"Lei Ordinária nº 19253, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1828,"Considera Patrimônio Cultural Imaterial do Recife o ""Bloco da Saudade"".",PLO 311/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147511,Aline Mariano,Em vigor,Lei Ordinária 19253/2024
"Lei Ordinária nº 19252, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1763,Considera Patrimônio Cultural Imaterial da Cidade do Recife o projeto cultural “Som na Rural”.,PLO 79/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150589,Liana Cirne,Em vigor,Lei Ordinária 19252/2024
"Lei Ordinária nº 19251, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1803,Declara a “Festa de Santo Antônio” Patrimônio Cultural Imaterial do Recife.,PLO 48/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149158,Cida Pedrosa,Em vigor,Lei Ordinária 19251/2024
"Lei Ordinária nº 19250, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1827,Reconhece o grafitismo e o muralismo como manifestações de arte conceitual urbana e popular no âmbito do município do Recife,PLO 292/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146872,Natália de Menudo,Em vigor,Lei Ordinária 19250/2024
"Lei Ordinária nº 19249, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1764,Considera Patrimônio Cultural Material do Recife a “Sinagoga Kahal Zur Israel”.,PLO 24/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148178,Michele Collins,Em vigor,Lei Ordinária 19249/2024
"Lei Ordinária nº 19248, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1804,Declara Patrimônio Cultural Imaterial do Recife a “Atividade da Pesca do Marisco e do Sururu”.,PLO 3/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147706,Liana Cirne,Em vigor,Lei Ordinária 19248/2024
"Lei Ordinária nº 19247, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1762,Institui o “Dia Municipal da Imigração Judaica” no Calendário Oficial de Eventos do Município do Recife.,PLO 16/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148004,Michele Collins,Em vigor,Lei Ordinária 19247/2024
"Lei Ordinária nº 19246, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1773,Considera Patrimônio Cultural e Imaterial do Recife o ”Espetáculo Caixa de Natal”.,PLO 72/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149999,Marco Aurélio Filho,Em vigor,Lei Ordinária 19246/2024
"Lei Ordinária nº 19245, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1808,"Institui e disciplina, no âmbito da Rede Pública de Ensino do Recife, o Programa ""Vacina Nota 10"", e cria cargos em comissão.",PLE 15/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=152196,Prefeito do Recife,Em vigor,Lei Ordinária 19245/2024
"Lei Ordinária nº 19244, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1826,"Denomina de “Hospital da Criança – Antônio Carlos Figueira” o Hospital localizado no bairro do Caçote, no Município do Recife.",PLE 14/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=152195,Prefeito do Recife,Em vigor,Lei Ordinária 19244/2024
"Lei Ordinária nº 19243, de 19/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1825,INSTITUI A “SEMANA EDUCACIONAL NO TRÂNSITO PARA PROTEÇÃO DO CICLISTA” NO MUNICÍPIO DO RECIFE.,PLO 154/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=99158,Fred Ferreira,Em vigor,Lei Ordinária 19243/2024
"Lei Ordinária nº 19242, de 13/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1824,Institui o “Dia Municipal de Conscientização sobre o Uso da Maconha Medicinal” no Calendário Oficial de Eventos do Município do Recife.,PLO 285/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146662,Elaine Cristina,Em vigor,Lei Ordinária 19242/2024
"Lei Ordinária nº 19241, de 13/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1823,Dispõe sobre o Programa Mãe Coruja Recife.,PLE 11/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151032,Prefeito do Recife,Em vigor,Lei Ordinária 19241/2024
"Lei Ordinária nº 19240, de 03/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1683,Dispõe sobre a proibição do comércio de cobre queimado sem a demonstração legal da origem do recurso no Município do Recife.,PLO 219/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144131,Rinaldo Júnior,Em vigor,Lei Ordinária 19240/2024
"Lei Ordinária nº 19239, de 31/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1685,"Autoriza o Poder Executivo a contratar operação de crédito com a CAIXA ECONÔMICA FEDERAL, com a garantia da União e dá outras providências.",PLE 17/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=152557,Prefeito do Recife,Em vigor,Lei Ordinária 19239/2024
"Lei Ordinária nº 19238, de 28/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1687,Considera Patrimônio Cultural Imaterial do  Recife a “Omelete do Geraldo”.,PLO 222/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144452,Alcides Cardoso,Em vigor,Lei Ordinária 19238/2024
"Lei Ordinária nº 19237, de 28/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1822,Institui o ano de 1612 como marco inaugural do Bairro da Várzea e inclui no Calendário Oficial de eventos do Município do Recife o dia 6 de Agosto como aniversário do Bairro.,PLO 312/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147541,Davi Muniz,Em vigor,Lei Ordinária 19237/2024
"Lei Ordinária nº 19236, de 28/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1688,"Altera o nome da “Rua Itanhenga”, no Bairro Tejipió, no município do Recife, passando o referido logradouro a denominar-se “Rua Itanhenga - Arquiteta Mabel Rios Diniz”.",PLO 265/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146030,Joselito Ferreira,Em vigor,Lei Ordinária 19236/2024
"Lei Ordinária nº 19235, de 28/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1689,Considera Patrimônio Cultural Imaterial do Recife a “Bênção de São Félix”.,PLO 198/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143344,Liana Cirne,Em vigor,Lei Ordinária 19235/2024
"Lei Ordinária nº 19234, de 28/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1821,Institui a “Semana Municipal de Conscientização sobre o Abandono Paterno” no Calendário Oficial de Eventos do Município do Recife.,PLO 248/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145122,Elaine Cristina,Em vigor,Lei Ordinária 19234/2024
"Lei Ordinária nº 19233, de 28/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1691,"Institui o ""Ano da China no Recife"" no Calendário Oficial de Eventos do Município do Recife.",PLO 239/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144873,Cida Pedrosa,Em vigor,Lei Ordinária 19233/2024
"Lei Ordinária nº 19232, de 27/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1760,"Denominar-se-á “Parque da Resistência Leonardo Cisneiros” o parque que será construído no Cais José Estelita, município do Recife.",PLO 14/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147937,Ivan Moraes,Em vigor,Lei Ordinária 19232/2024
"Lei Ordinária nº 19231, de 22/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1820,"Altera a denominação do sistema viário formado pela Praça da República, no trecho compreendido entre a Rua do Sol e a Avenida Martins de Barros, para ""Alameda do Palácio da Justiça"".",PLE 9/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150763,Prefeito do Recife,Em vigor,Lei Ordinária 19231/2024
"Lei Ordinária nº 19230, de 21/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=931,"Altera o Artigo 1° da Lei Municipal nº 19.218, de 03 de maio de 2024, e dá outras providências.",PLE 16/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=152197,Prefeito do Recife,Em vigor,Lei Ordinária 19230/2024
"Lei Ordinária nº 19229, de 16/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1711,Institui no Calendário Oficial de Eventos do Município do Recife a “Semana de Conscientização e Atenção às Pessoas com Fibromialgia”,PLO 290/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146850,Tadeu Calheiros,Em vigor,Lei Ordinária 19229/2024
"Lei Ordinária nº 19228, de 16/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1710,Considera Patrimônio Cultural Imaterial do Recife a “Festa de Nossa Senhora do Carmo”.,PLO 202/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143482,"Eriberto Rafael,                            Liana Cirne",Em vigor,Lei Ordinária 19228/2024
"Lei Ordinária nº 19227, de 16/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1709,Institui a “Festa e o Novenário do Morro da Conceição” no Calendário Oficial de Eventos do Município do Recife.,PLO 256/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145630,Alcides Cardoso,Em vigor,Lei Ordinária 19227/2024
"Lei Ordinária nº 19226, de 07/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1819,Dispõe sobre a instalação de caixas coletoras para retenção de material sólido nas obras e serviços de construção e manutenção de bueiros e galerias de águas pluviais realizados em empreendimentos privados no município do Recife.,PLO 193/2022,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=125772,Zé Neto,Em vigor,Lei Ordinária 19226/2024
"Lei Ordinária nº 19225, de 07/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1818,Institui no Calendário Oficial de Eventos do Município do Recife a “Semana Municipal de Prevenção e Combate à Obesidade Infantil”.,PLO 43/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=135614,Professora Ana Lúcia,Em vigor,Lei Ordinária 19225/2024
"Lei Ordinária nº 19224, de 07/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1817,Institui o “Dia Municipal da Ecologia Integral São Francisco de Assis” no Calendário Oficial de Eventos do Município do Recife.,PLO 237/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144832,Cida Pedrosa,Em vigor,Lei Ordinária 19224/2024
"Lei Ordinária nº 19223, de 07/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1816,Declara Patrimônio Cultural Imaterial do Recife o Bloco Carnavalesco Lírico “O Bonde”.,PLO 196/2022,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=125851,Cida Pedrosa,Em vigor,Lei Ordinária 19223/2024
"Lei Ordinária nº 19222, de 07/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1815,"Denominar-se-á “Joel da Silva” a quadra de esportes da nova sede da Escola Municipal Dr.º Antônio Correia, Bairro Barro, em construção, pela Prefeitura da Cidade do Recife.",PLO 310/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147384,Joselito Ferreira,Em vigor,Lei Ordinária 19222/2024
"Lei Ordinária nº 19221, de 07/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1814,Considera Patrimônio Cultural Imaterial do Recife o “Baobá”.,PLO 209/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143805,Eriberto Rafael,Em vigor,Lei Ordinária 19221/2024
"Lei Ordinária nº 19220, de 07/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=772,Declara o “Instituto Dom Helder Camara (IDHeC)” Patrimônio Cultural Imaterial do Recife.,PLO 5/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147723,Cida Pedrosa,Em vigor,Lei Ordinária 19220/2024
"Lei Ordinária nº 19219, de 03/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=642,"Altera a Lei Municipal nº 18.291, de 30 de dezembro de 2016, que dispõe sobre a adequação da estrutura da Administração Direta e Indireta do Município do Recife às novas diretrizes administrativas, e dá outras providências.",PLE 10/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151031,Prefeito do Recife,Em vigor,Lei Ordinária 19219/2024
"Lei Ordinária nº 19218, de 03/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=641,"Autoriza o Poder Executivo a contratar operação de crédito com a CAIXA ECONÔMICA FEDERAL, com a garantia da União e dá outras providências.",PLE 12/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151580,Prefeito do Recife,Em vigor,Lei Ordinária 19218/2024
"Lei Ordinária nº 19217, de 22/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=227,Institui a “Semana Municipal de Conscientização sobre o Transtorno do Espectro Autista (TEA)” no Calendário Oficial de Eventos do Município do Recife.,PLO 144/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=140845,Almir Fernando,Em vigor,Lei Ordinária 19217/2024
"Lei Ordinária nº 19216, de 22/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=226,"Institui, no Calendário Oficial de Eventos do Município do Recife, o “Dia dos Comunicadores Gospels”.",PLO 284/2022,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=131378,Almir Fernando,Em vigor,Lei Ordinária 19216/2024
"Lei Ordinária nº 19215, de 22/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=225,"Institui, no Calendário Oficial de Eventos do Município do Recife, o “Dia Municipal do Marceneiro”.",PLO 262/2022,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=130524,Almir Fernando,Em vigor,Lei Ordinária 19215/2024
"Lei Ordinária nº 19214, de 22/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=224,"Institui, no Calendário Oficial de Eventos do Município do Recife, o “Dia Municipal das Costureiras, dos Costureiros e dos Alfaiates”.",PLO 125/2022,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=123207,Almir Fernando,Em vigor,Lei Ordinária 19214/2024
"Lei Ordinária nº 19213, de 22/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=223,Declara a “Banda Devotos” Patrimônio Cultural Imaterial do Recife.,PLO 279/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146508,Cida Pedrosa,Em vigor,Lei Ordinária 19213/2024
"Lei Ordinária nº 19212, de 22/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=222,Institui no Calendário Oficial de Eventos do Município do Recife o “Dia Municipal de Valorização da Língua Portuguesa”.,PLO 152/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=141074,Michele Collins,Em vigor,Lei Ordinária 19212/2024
"Lei Ordinária nº 19211, de 22/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=221,Institui o “Dia Municipal da Corrida de Rua Santo’s Silvestre” no Calendário Oficial de Eventos do Município do Recife.,PLO 273/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146262,Rinaldo Júnior,Em vigor,Lei Ordinária 19211/2024
"Lei Ordinária nº 19210, de 17/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=770,Dispõe sobre a remuneração dos servidores públicos que indica e dá outras providências.,PLE 8/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150645,Prefeito do Recife,Em vigor,Lei Ordinária 19210/2024
"Lei Ordinária nº 19209, de 15/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1813,"Institui, no “Calendário Oficial de Eventos do Município do Recife”, a Semana de Conscientização sobre a Terceirização sem Calote.",PLO 275/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146367,Rinaldo Júnior,Em vigor,Lei Ordinária 19209/2024
